lagged_diff_year_prior_v2x_elecoff,lagged_diff_year_prior_v2elembaut,lagged_v2ellocons,lagged_v2xlg_leginter,lagged_v2clslavem,lagged_v2lginvstp,lagged_diff_year_prior_v2x_neopat,lagged_v2dlconslt,lagged_is_closed_autocracy,lagged_v2x_clpriv
0.0,-0.0309999999999999,4,0,0.966,-0.926,-0.002,-0.46,0,0.825
0.0,0.0,10,0,1.153,1.22,0.0,1.043,0,0.92
0.0,-2.383,3,0,0.82,-2.663,0.163,-0.35,0,0.761
0.0,0.0,17,0,1.721,2.258,-0.009,2.386,0,0.952
0.0,0.0,2,0,1.831,3.119,0.024,2.138,0,0.921
0.0,0.0,0,0,1.441,-1.419,0.0,0.825,1,0.582
0.0,0.0,4,0,0.972,-0.124,-0.019,1.262,0,0.814
1.0,0.0,1,0,2.313,-0.745,-0.041,0.334,0,0.569
0.0,1.3099999999999998,8,0,1.606,1.381,-0.0129999999999999,2.483,0,0.841
0.0,0.0,14,0,0.579,1.349,0.0,1.358,0,0.926
0.0,0.0,16,0,2.34,1.844,-0.0059999999999999,2.383,0,0.878
0.0,0.0,2,0,1.321,0.445,0.005,0.957,0,0.825
0.0,0.0,0,0,-1.519,0.0,0.0,-1.554,1,0.095
0.0,0.0,0,0,1.137,-0.431,0.0,0.891,1,0.464
0.0,0.0,3,0,0.678,-1.302,0.0,0.015,0,0.59
0.0,0.0,9,0,1.009,-0.571,0.001,0.178,0,0.853
0.0,0.0,28,0,2.316,1.282,0.0,2.624,0,0.94
0.0,0.0,4,0,1.653,1.86,0.006,2.062,0,0.913
0.0,0.0,4,0,0.431,1.577,0.0,0.397,0,0.446
1.0,0.0,2,0,0.132,-2.07,0.0059999999999998,-0.386,0,0.648
0.0,0.0,3,0,2.458,1.852,0.0,1.952,0,0.947
0.0,0.0,0,0,-0.752,-1.271,0.0,0.538,1,0.176
0.0,0.0,16,0,0.91,1.234,0.0079999999999999,0.524,0,0.758
0.0,-0.13,2,0,0.509,0.594,-0.003,0.668,0,0.586
0.0,0.0,12,0,2.62,2.126,0.0089999999999999,2.158,0,0.939
0.0,0.0,2,0,1.889,0.109,-0.005,-0.698,0,0.783
0.0,0.0,1,0,1.361,-0.89,0.0,-0.737,1,0.111
0.0,0.0,7,0,0.793,1.388,-0.002,2.016,0,0.689
0.0,0.0,12,0,1.609,1.832,-0.001,1.398,0,0.947
-0.5,0.0,0,0,-0.352,0.0,0.0189999999999999,-1.288,1,0.255
0.0,0.0,21,0,2.788,3.247,0.0,2.601,0,0.952
0.0,0.0,5,0,0.324,-1.321,0.0,-0.581,0,0.33
0.0,0.859,8,0,0.489,-0.804,-0.0559999999999999,1.503,0,0.853
0.0,0.0,8,0,1.541,0.874,-0.036,0.924,0,0.848
0.0,0.0,7,0,0.032,-0.757,0.0,-0.105,1,0.478
0.0,0.0,5,0,0.206,-0.259,0.0,1.322,0,0.734
0.0,0.0,2,0,0.786,-1.55,0.0,-0.715,0,0.338
0.285,0.0,0,0,-0.802,-2.024,0.0,-1.098,1,0.21
0.0,0.0,2,0,2.003,1.927,0.0,1.469,0,0.919
0.0,0.0,5,0,-0.34,-0.455,0.0,-0.531,1,0.331
0.0,0.0,1,0,0.474,-1.034,0.0,-0.313,0,0.482
0.0,0.0,2,0,1.622,0.589,0.0,0.994,0,0.806
0.0,0.0,35,0,2.148,3.045,0.0,2.86,0,0.959
0.0,0.0,24,0,1.765,1.846,0.002,2.185,0,0.953
0.0,0.0,10,0,1.002,-1.49,0.0,0.977,0,0.808
0.0,0.0,3,0,1.159,-1.428,-0.012,-0.066,0,0.765
0.0,0.0,13,0,2.978,2.881,0.0,3.714,0,0.96
0.0,0.6960000000000002,2,0,1.488,1.124,-0.0579999999999999,1.62,0,0.872
0.0,0.0,9,0,2.293,1.914,-0.003,2.325,0,0.922
0.0,0.4799999999999998,4,0,0.269,-0.926,0.011,1.458,0,0.477
0.0,0.0,1,0,-0.008,-0.574,0.0,0.452,0,0.527
0.0,0.0,1,0,0.717,-0.186,-0.004,0.012,0,0.577
0.02,0.0,9,0,0.973,-0.674,0.003,-0.813,0,0.879
0.0,0.0,5,0,-0.355,1.096,-0.018,1.212,0,0.679
0.0,0.0,5,0,1.108,-1.195,0.001,2.568,0,0.858
0.0,0.0,15,0,1.463,1.665,0.0,1.365,0,0.953
0.0,0.0,32,0,2.399,0.652,0.0,1.339,0,0.96
0.0,0.0,11,0,0.693,1.221,-0.001,1.983,0,0.699
0.0,0.179,6,0,0.379,-2.068,-0.002,0.417,0,0.281
0.0,0.1799999999999999,10,0,1.226,1.556,-0.03,0.401,0,0.371
0.0,0.0,4,0,1.308,-1.761,0.0,-2.968,0,0.197
0.0,0.0,26,0,2.156,1.401,-0.001,1.671,0,0.933
0.0,0.0,14,0,1.427,2.363,0.001,1.115,0,0.81
0.0,0.0,14,0,1.105,1.956,-0.004,2.966,0,0.939
0.0,0.0,13,0,1.557,0.729,0.0,0.218,0,0.758
0.0,0.0,20,0,1.222,-0.023,0.0,1.529,0,0.905
0.0,0.0,35,0,1.882,2.482,-0.001,1.258,0,0.935
0.0,0.0,3,0,1.287,0.588,0.001,1.141,1,0.586
0.0,0.0,4,0,0.867,-0.836,-0.001,-0.756,0,0.71
0.0,0.0,22,0,1.027,1.098,0.001,1.454,0,0.532
0.0,0.0,2,0,-0.992,1.187,-0.007,1.086,1,0.53
0.0,0.0,4,0,1.135,-0.301,0.008,0.403,0,0.674
0.0,0.0,3,0,-0.916,-0.488,0.001,-0.42,1,0.13
0.0,0.0,3,0,2.405,0.277,-0.001,1.173,0,0.936
0.0,0.0,14,0,1.571,0.408,0.005,0.774,0,0.749
0.0,0.0,0,0,1.462,0.657,0.0,0.268,1,0.786
1.0,0.931,1,0,-0.416,0.097,-0.002,1.451,0,0.499
0.0,0.0,0,0,-0.53,-0.08,0.0,-1.676,1,0.211
0.0,0.0,3,0,1.845,2.225,0.003,1.341,0,0.929
0.0,0.0,12,0,2.059,2.166,0.0,2.384,0,0.948
0.0,-0.1089999999999999,1,0,0.266,-0.516,0.1059999999999999,-0.302,0,0.707
0.0,0.0,7,0,0.992,0.945,0.0,1.663,0,0.696
0.0,0.0,6,0,0.575,-1.122,0.0,0.502,0,0.641
0.0,0.0,6,0,1.086,-2.356,0.0,-1.644,1,0.483
0.0,1.76,5,0,0.678,0.723,0.021,1.606,0,0.792
0.0,0.0,4,0,-0.95,-1.603,-0.009,0.356,0,0.454
0.0,0.0,11,0,1.841,1.429,0.0,3.229,0,0.871
0.0,0.8029999999999999,21,0,0.724,-0.231,-0.0299999999999999,0.642,0,0.764
0.0,0.0,3,0,1.157,-0.556,0.001,-0.068,0,0.824
0.0,0.0,15,0,1.62,1.424,0.003,1.338,0,0.929
0.0,0.0,4,0,1.193,0.987,-0.001,-0.118,1,0.539
0.0,-0.1379999999999999,2,0,1.827,-0.169,0.004,0.508,0,0.766
0.0,0.0,2,0,0.432,0.475,0.0,2.32,0,0.85
0.0,0.0,4,0,0.161,1.286,0.0,1.249,0,0.543
0.0,0.0,15,0,2.271,3.06,0.0,2.186,0,0.94
0.0,0.0,33,0,0.973,2.007,-0.002,1.597,0,0.95
0.0,0.0,3,0,1.548,1.062,0.2169999999999999,1.606,0,0.825
0.5,-0.104,1,0,-0.665,-1.316,0.204,0.283,0,0.598
0.0,0.0,0,0,0.79,0.0,0.0,-1.571,1,0.766
0.0,0.0,9,0,-2.412,-2.396,0.0,-2.388,1,0.001
0.0,0.1,2,0,1.028,0.596,0.008,-0.838,0,0.764
0.0,0.0,14,0,2.17,2.84,0.0,4.238,0,0.967
0.0,0.0,0,0,-0.62,-0.849,0.0,-0.865,1,0.427
0.0,0.0,5,0,-1.272,-0.565,0.024,-0.446,0,0.512
0.0,0.0,7,0,1.656,0.645,0.0,1.266,0,0.893
0.0,0.0,10,0,1.028,0.596,0.0,0.91,0,0.822
0.0,0.1460000000000001,2,0,1.673,0.809,0.003,0.633,0,0.85
0.0,0.0,2,0,1.222,-0.791,0.0,-0.419,0,0.706
0.0,0.0,3,0,0.808,1.186,0.0,2.621,0,0.83
0.0,0.0,15,0,1.887,1.407,0.0,1.157,0,0.926
0.0,0.0,8,0,2.025,2.183,-0.0049999999999999,2.431,0,0.963
0.0,0.0,0,0,-1.343,-2.022,-0.0219999999999999,-0.467,1,0.229
-1.0,-1.375,0,1,-0.639,0.0,0.354,0.173,1,0.372
0.0,0.0,13,0,1.132,0.488,0.011,0.481,0,0.84
0.0,0.0,2,0,0.881,0.711,0.013,0.353,0,0.817
0.0,0.0,0,0,1.596,1.291,-0.004,-0.203,1,0.497
0.0,0.0,0,0,-0.557,-1.886,0.0,-0.587,1,0.095
0.0,0.0,11,0,0.578,1.228,0.0,1.352,0,0.839
0.0,0.0,4,0,1.403,-0.19,-0.002,-0.384,0,0.649
0.0,0.3359999999999999,0,1,0.202,0.0,0.017,1.33,0,0.309
0.0,0.0,13,0,0.75,0.639,-0.003,1.184,0,0.78
0.0,0.0,1,0,1.733,0.227,0.0,0.348,0,0.912
0.0,0.0,3,0,1.72,1.863,-0.001,2.138,0,0.939
0.0,0.0,10,0,1.102,0.664,0.0,-0.136,0,0.775
0.0,0.0,0,0,-0.349,0.0,0.0,-1.214,1,0.153
0.0,0.0,21,0,0.909,0.931,0.0,2.369,0,0.852
0.0,0.0,5,0,1.566,0.715,-0.0049999999999999,2.197,0,0.929
0.0,0.0,9,0,2.051,1.18,-0.001,1.782,0,0.964
0.0,0.0,15,0,1.61,-0.669,0.0,0.434,0,0.655
0.844,0.0,1,0,-2.834,-2.49,0.0,-1.102,0,0.054
0.0,0.0,2,0,1.134,1.613,-0.001,0.914,0,0.885
0.0,0.0,31,0,2.203,2.442,0.0,2.889,0,0.966
0.0,0.0,27,0,2.45,2.163,0.0,3.418,0,0.894
0.0,0.0,6,0,1.39,-2.37,0.0,-1.229,0,0.258
0.0,0.2439999999999998,9,0,1.8,0.857,-0.0189999999999999,1.614,0,0.87
0.0,0.0,3,0,0.471,-1.269,0.0,-0.12,0,0.425
0.0,0.0,10,0,0.786,1.998,0.0,1.313,0,0.752
0.0,1.474,1,0,0.254,-0.356,-0.0929999999999999,2.401,0,0.826
0.4499999999999999,0.378,1,0,1.255,-1.136,-0.019,-1.36,0,0.68
0.0,0.0,6,0,1.556,-0.294,0.004,0.361,0,0.762
0.0,0.0,15,0,1.49,1.028,0.0,0.729,0,0.872
0.0,0.0,9,0,1.754,-1.081,0.0,1.283,0,0.448
0.0,0.0,4,0,1.582,0.068,-0.0409999999999999,1.531,0,0.566
0.0,0.0,2,0,0.463,-1.943,0.0,-1.286,1,0.121
0.0,0.186,2,0,1.468,1.688,0.036,1.551,0,0.767
0.0,0.0,4,0,1.604,0.165,0.031,0.585,0,0.924
0.0,0.0,0,0,-0.96,-0.925,0.0,1.015,1,0.254
0.0,0.0,26,0,1.309,2.465,0.002,2.175,0,0.908
0.0,0.0,49,0,1.358,2.756,-0.001,2.525,0,0.935
0.0,0.0,3,0,1.853,2.856,0.003,2.793,0,0.919
0.0,0.0,3,0,-1.378,-2.667,-0.002,-0.478,1,0.182
0.0,0.0,9,0,2.085,1.301,-0.001,1.616,0,0.908
0.0,0.0,11,0,0.773,-0.855,0.003,0.867,1,0.325
0.0,0.5309999999999999,3,0,0.157,-0.331,-0.006,-0.05,0,0.332
0.015,0.25,20,0,0.695,0.572,0.005,1.246,0,0.783
0.0,0.0,7,0,1.7,-1.049,0.003,1.084,0,0.777
0.0,0.0,0,0,-0.845,0.0,0.0,-2.364,1,0.024
0.0,0.052,21,0,0.605,1.437,0.001,0.436,0,0.778
0.0,0.0,1,0,1.539,-0.496,-0.001,1.791,0,0.44
0.0,0.0,1,0,-0.017,-1.276,0.0,-1.213,1,0.249
0.0,0.0,8,0,1.386,0.498,0.002,1.411,0,0.923
0.0,0.083,4,0,1.687,-0.79,0.077,0.5,0,0.868
0.0,0.0,39,0,2.381,2.206,0.0,1.881,0,0.926
0.0,0.0,16,0,2.015,1.555,0.0,2.716,0,0.945
0.0,0.0,5,0,0.932,-1.657,0.002,-0.236,0,0.663
0.0,0.0,4,0,0.966,-0.926,0.0,-0.46,0,0.825
0.0,0.0,10,0,1.153,1.22,0.0,1.043,0,0.92
0.0,0.0,3,0,0.82,-2.663,0.007,-1.033,0,0.761
0.0,0.0,17,0,1.721,2.258,0.0,2.386,0,0.952
0.0,0.0,2,0,1.831,3.119,0.0,2.138,0,0.921
0.34,0.0,0,0,1.441,-0.801,-0.012,1.091,1,0.582
0.0,0.0,4,0,0.972,-0.124,-0.004,0.716,0,0.814
0.0,0.0,2,0,2.313,-0.745,-0.003,0.334,0,0.589
0.0,0.0,8,0,1.606,1.381,0.0,2.483,0,0.848
0.0,0.0,15,0,0.579,1.349,0.0,1.358,0,0.926
0.0,0.0,16,0,2.34,1.844,-0.001,2.24,0,0.878
0.0,0.304,2,0,1.776,0.445,0.002,0.957,0,0.832
0.0,0.0,0,0,-1.519,0.0,0.0,-1.554,1,0.095
0.0,0.0,0,0,1.137,-0.431,0.0,0.891,1,0.464
0.0,-0.226,4,0,0.462,-1.302,0.01,0.015,0,0.633
0.0,0.159,9,0,1.009,-0.571,0.001,0.178,0,0.853
0.0,0.0,28,0,2.316,1.282,0.0,2.624,0,0.94
0.0,0.0,4,0,1.653,1.86,0.0,2.062,0,0.913
0.0,0.0,6,0,0.431,1.577,0.001,1.228,0,0.446
0.0,0.0,2,0,0.132,-2.07,0.002,-0.386,0,0.648
0.0,0.0,3,0,2.458,1.852,0.001,1.952,0,0.947
0.0,0.0049999999999998,0,0,-0.752,-1.271,-0.005,0.538,1,0.177
0.0,0.0,17,0,0.91,1.234,-0.0029999999999999,0.524,0,0.758
0.0,0.0,2,0,0.509,0.594,0.002,0.668,0,0.586
0.0,0.0,13,0,2.62,2.126,-0.003,2.158,0,0.939
0.0,0.0,2,0,1.889,0.109,-0.009,-0.698,0,0.789
0.0,0.0,2,0,1.361,-0.89,0.002,-0.737,1,0.125
0.0,0.0,7,0,0.793,1.388,0.0039999999999999,2.016,0,0.689
0.0,0.0,13,0,1.609,1.832,0.0,2.366,0,0.947
0.0,0.8499999999999999,0,0,-0.352,0.0,-0.0269999999999999,-1.176,1,0.341
0.0,0.0,22,0,2.788,3.247,0.0,2.601,0,0.952
0.0,0.0,5,0,0.324,-1.321,-0.018,-0.581,0,0.33
0.0,0.0,9,0,1.024,-0.804,-0.018,1.503,0,0.863
0.0,0.0,9,0,2.052,0.874,-0.004,1.414,0,0.853
0.0,0.0,7,0,0.032,-0.757,0.0,-0.105,1,0.478
0.0,0.0,5,0,0.206,-0.259,-0.013,1.322,0,0.812
0.0,0.0,2,0,0.786,-1.55,0.0,-0.715,0,0.338
-0.135,0.0,0,0,-1.037,-2.024,0.0,-1.098,1,0.117
0.0,0.0,2,0,2.003,1.927,0.0,1.469,0,0.919
0.0,0.0,6,0,-0.34,-0.455,0.004,-0.531,1,0.331
0.0,0.0,1,0,0.474,-1.034,0.0,-0.313,0,0.482
0.0,0.0,2,0,1.622,0.589,0.0,0.994,0,0.806
0.0,0.0,35,0,2.148,3.045,0.0,2.86,0,0.959
0.0,0.0,24,0,1.765,1.846,0.002,2.185,0,0.953
0.0,0.0,10,0,1.002,-1.49,0.0,0.977,0,0.808
0.0,0.0,3,0,1.159,-1.428,-0.0119999999999999,-0.066,0,0.771
0.0,0.0,14,0,2.978,2.881,0.0,3.714,0,0.96
0.0,0.0,2,0,1.488,1.124,-0.004,1.62,0,0.872
0.0,0.0,9,0,2.293,1.914,-0.007,2.325,0,0.922
0.0,0.0,4,0,0.269,-0.926,0.0,1.458,0,0.477
0.0,0.0,1,0,-0.008,-0.574,0.0,0.452,0,0.527
0.0,-0.5670000000000001,1,0,0.717,-0.166,0.01,-0.358,0,0.577
0.0,0.0,9,0,0.973,-0.674,0.059,-0.813,0,0.879
0.0,0.0,5,0,-0.355,1.096,-0.002,1.126,0,0.679
0.0,0.0,5,0,1.108,-1.195,0.007,2.568,0,0.858
0.0,0.0,17,0,1.463,1.665,0.0,1.365,0,0.953
0.0,0.0,32,0,2.399,0.652,0.0,1.339,0,0.96
0.0,0.0,12,0,0.535,1.221,0.002,1.983,0,0.7
0.0,0.948,6,0,0.626,-0.414,-0.0459999999999999,0.877,0,0.367
0.0,0.59,10,0,1.226,1.556,-0.0389999999999999,0.401,0,0.406
0.0,0.0,4,0,1.308,-1.761,0.0,-2.968,0,0.197
0.0,0.0,26,0,2.156,1.401,0.0,1.671,0,0.933
0.0,0.0,14,0,1.427,2.363,0.0,1.115,0,0.81
0.0,0.0,14,0,1.105,1.956,0.0,2.966,0,0.939
0.0,0.0,13,0,1.557,0.729,-0.003,0.218,0,0.777
0.0,0.0,20,0,1.222,-0.023,0.002,1.529,0,0.905
0.0,0.0,35,0,1.882,2.482,0.0,1.258,0,0.935
0.0,0.0,3,0,1.287,0.588,0.005,1.141,1,0.604
0.0,0.0,4,0,0.867,-0.836,0.0,-0.93,0,0.71
0.008,0.0,22,0,1.027,1.098,-0.008,1.454,0,0.532
0.0,0.0,2,0,-0.992,1.187,0.0,1.086,1,0.53
0.0,0.0,4,0,1.135,-0.301,0.0,0.26,0,0.727
0.0,0.0,3,0,-0.916,-0.488,0.001,-0.42,1,0.13
0.0,0.0,4,0,2.405,0.277,-0.002,1.173,0,0.936
0.0,0.0,14,0,1.571,0.408,0.0,0.774,0,0.749
0.0,0.0,0,1,1.462,0.657,0.03,0.268,0,0.786
0.0,0.0,1,0,-0.416,0.097,-0.003,0.832,0,0.499
0.0,0.0,0,0,-0.53,-0.08,0.0,-1.676,1,0.211
0.0,0.0,3,0,1.845,2.225,0.0,1.641,0,0.929
0.0,0.0,12,0,2.059,2.166,0.0,2.384,0,0.948
0.0,0.0,2,0,0.266,-0.582,0.012,-0.302,0,0.707
0.0,0.0,7,0,0.992,0.945,0.0,1.663,0,0.696
0.0,0.0,6,0,0.575,-1.122,0.0,0.502,0,0.639
-0.005,0.0,6,0,1.086,-2.356,0.0,-1.644,1,0.483
0.0,0.0,5,0,0.678,0.723,0.022,1.606,0,0.792
0.0,0.3430000000000001,4,0,-0.95,-1.603,-0.004,0.356,0,0.454
0.0,0.0,11,0,1.841,1.429,0.0,3.229,0,0.871
0.0,0.0,21,0,0.724,-0.231,-0.029,0.642,0,0.764
0.0,0.0,4,0,1.157,0.616,-0.038,0.223,0,0.829
0.0,0.0,15,0,1.62,1.818,-0.006,1.338,0,0.929
0.0,-0.5960000000000001,4,0,1.193,0.987,-0.027,-0.118,1,0.539
0.0,-0.0139999999999999,2,0,1.827,-0.169,-0.003,0.508,0,0.766
0.0,0.0,2,0,0.432,0.475,0.0,2.32,0,0.85
0.0,0.0,4,0,0.161,1.286,0.0,1.249,0,0.55
0.0,0.0,16,0,2.271,3.06,0.0,2.186,0,0.94
0.0,0.0,33,0,0.973,2.007,0.0,1.597,0,0.95
0.0,0.0,3,0,1.548,1.062,0.0,1.606,0,0.825
0.0,0.0,1,0,-0.665,-1.316,0.0,0.283,0,0.598
0.0,0.0,0,0,0.79,0.0,-0.002,0.788,1,0.766
0.0,0.0,10,0,-2.412,-2.396,-0.002,-2.962,1,0.001
0.0,0.4189999999999999,4,0,1.028,0.596,-0.007,-0.838,0,0.764
0.0,0.0,14,0,2.17,2.84,0.0,4.238,0,0.967
0.0,0.0,0,0,-0.62,-0.849,0.0,-0.747,1,0.427
0.0,0.0,5,0,-1.272,-0.565,-0.001,-0.446,0,0.552
0.0,0.0,7,0,1.656,0.645,0.0,1.266,0,0.893
0.0,0.0,10,0,1.028,0.596,0.0,0.91,0,0.822
0.0,0.0,3,0,1.673,0.809,0.003,0.633,0,0.85
0.0,0.0,2,0,1.222,-0.791,0.001,-0.419,0,0.706
0.0,0.0,4,0,0.808,1.186,0.019,2.621,0,0.828
0.0,0.0,15,0,1.887,1.407,0.0,1.157,0,0.926
0.0,0.0,8,0,2.025,2.183,0.0,2.431,0,0.963
0.0,0.0,0,0,-1.343,-2.022,0.0,-0.467,1,0.237
0.0,-0.271,0,0,-0.639,-1.062,-0.015,0.173,1,0.389
0.0,0.0,13,0,1.132,0.488,0.0,0.481,0,0.84
0.0,0.0,2,0,0.881,0.711,0.001,0.353,0,0.817
0.0,0.0,0,0,1.596,1.291,0.0,-0.203,1,0.497
0.0,0.0,0,0,-0.557,-1.886,0.0,-0.587,1,0.095
0.0,0.0,12,0,0.578,1.228,-0.002,1.352,0,0.839
0.0,0.0,4,0,1.403,-0.19,0.0,-0.384,0,0.649
0.0,0.0,0,0,0.202,0.0,-0.053,1.33,1,0.309
0.0,0.0,13,0,0.75,0.639,0.0,1.184,0,0.78
0.0,0.4770000000000001,2,0,1.733,0.365,-0.069,0.635,0,0.912
0.0,0.3939999999999999,3,0,1.72,1.863,-0.0179999999999999,2.004,0,0.939
0.0,0.0,10,0,1.102,0.664,0.0,0.179,0,0.775
0.0,0.0,0,0,-0.349,0.0,0.0,-1.214,1,0.153
0.0,0.0,21,0,0.909,0.931,0.0,2.369,0,0.852
0.0,1.142,5,0,1.566,2.058,-0.069,2.197,0,0.929
0.0,0.0,9,0,2.051,1.18,0.0,1.782,0,0.964
0.0,0.0,15,0,1.61,-0.669,0.0,0.434,0,0.655
0.0,0.0,1,0,-2.834,-2.49,0.0,-1.102,0,0.054
0.0,0.0,2,0,1.134,1.613,0.0,0.914,0,0.885
0.0,0.0,32,0,2.203,2.442,0.0,2.889,0,0.966
0.0,0.0,27,0,2.45,2.163,0.0,3.418,0,0.894
0.0,0.0,7,0,1.39,-2.37,0.0,-1.229,0,0.269
0.0,0.02,10,0,1.8,0.857,0.001,1.614,0,0.87
0.0,0.0,3,0,0.471,-1.269,0.004,0.101,0,0.504
0.0,0.0,10,0,0.786,1.998,0.0,1.313,0,0.752
0.0,0.5770000000000001,1,0,0.254,0.865,-0.04,3.046,0,0.826
0.0,0.0,1,0,1.255,-1.136,-0.01,-1.36,0,0.68
0.0,0.0,6,0,1.556,-0.294,0.005,0.361,0,0.762
0.0,0.0,15,0,1.49,1.028,0.0,0.729,0,0.872
0.0,0.0,9,0,1.754,-1.081,0.0,1.283,0,0.448
0.0,0.0,4,0,1.582,0.068,0.0039999999999999,1.531,0,0.565
0.0,0.0,3,0,0.463,-1.943,0.0,-1.286,1,0.121
0.0,0.0,2,0,1.468,1.688,0.0,1.551,0,0.767
0.0,0.0,5,0,1.604,0.165,0.019,0.585,0,0.924
0.0,0.0,0,0,-0.96,-0.925,0.0,1.015,1,0.254
0.0,0.375,26,0,1.309,2.465,0.001,2.175,0,0.908
0.0,0.0,50,0,1.358,2.756,0.0,2.525,0,0.935
0.0,0.0,3,0,1.853,2.856,-0.003,2.793,0,0.919
0.0,0.0,3,0,-1.378,-2.667,0.0,-0.945,1,0.166
0.0,-0.0679999999999998,10,0,2.085,1.301,0.004,1.616,0,0.887
0.0,0.0,11,0,0.869,-0.855,0.001,0.867,1,0.352
0.0,0.247,3,0,0.157,-0.331,-0.002,-0.05,0,0.332
0.0,0.0,20,0,0.695,0.572,0.0,1.246,0,0.783
0.0,0.0,7,0,1.7,-1.049,0.0139999999999999,0.937,0,0.776
0.0,0.0,0,0,-0.845,0.0,0.0,-2.364,1,0.024
0.0,0.0,21,0,0.605,1.437,0.018,0.735,0,0.786
0.0,0.0,1,0,1.539,-0.496,0.047,1.791,0,0.482
0.0,0.0,1,0,-0.017,-1.276,0.0,-1.311,1,0.249
0.0,0.0,9,0,1.386,0.498,0.0,1.315,0,0.923
0.0,0.0,5,0,1.687,-1.273,0.026,0.051,0,0.868
0.0,0.0,39,0,2.381,2.206,0.0,1.881,0,0.92
0.0,0.0,17,0,2.015,1.555,0.0,2.716,0,0.945
0.0,0.0,5,0,0.932,-1.907,0.008,-0.236,0,0.662
0.0,0.0,4,0,0.966,-0.926,0.0,-0.46,0,0.825
0.0,0.0,11,0,1.153,1.22,0.001,1.043,0,0.92
0.0,0.0,3,0,0.82,-2.663,0.0,-1.033,0,0.761
0.0,0.0,18,0,1.721,2.258,-0.001,2.386,0,0.952
0.0,0.0,3,0,1.831,3.119,0.0,2.138,0,0.921
0.0,0.0,0,0,1.441,-0.32,-0.0099999999999999,1.091,1,0.575
0.0,0.0,4,0,0.972,-0.124,0.0,0.716,0,0.824
0.0,0.0,2,0,2.313,-0.745,-0.007,0.334,0,0.59
0.0,0.0,9,0,1.606,1.381,0.002,2.483,0,0.889
0.0,0.0,15,0,0.579,1.349,0.0,1.358,0,0.926
0.0,0.0,16,0,2.34,1.844,0.0,2.24,0,0.878
0.0,0.0,2,0,1.776,0.445,-0.0909999999999999,0.957,0,0.832
0.0,0.0,0,0,-1.519,0.0,0.0,-1.554,1,0.095
0.0,0.0,0,0,1.137,-0.431,0.0,0.891,1,0.475
0.0,0.0,4,0,0.462,-1.302,0.008,0.015,0,0.633
0.0,0.0,9,0,1.009,-0.571,0.0,0.178,0,0.853
0.0,0.0,28,0,2.316,1.282,0.0,2.624,0,0.94
0.0,0.0,4,0,1.653,1.86,0.0,2.062,0,0.919
0.0,0.0,6,0,0.431,1.577,0.007,0.421,0,0.446
0.0,0.0,2,0,0.132,-2.07,0.0,-0.386,0,0.648
0.0,0.0,3,0,2.458,1.852,0.0,1.952,0,0.954
0.0,0.0,0,0,-0.752,-1.271,0.002,0.538,1,0.179
0.0,0.0,17,0,0.91,1.234,0.0079999999999999,0.524,0,0.758
-1.0,-0.3399999999999999,0,1,0.509,0.0,0.041,0.668,0,0.572
0.0,0.0,13,0,2.62,2.126,-0.0049999999999999,2.158,0,0.939
0.0,0.0869999999999999,2,0,1.889,0.351,-0.01,-0.698,0,0.834
0.0,0.0,2,0,1.361,-0.89,0.0,-0.737,1,0.14
0.0,0.0,7,0,0.793,1.388,-0.0039999999999999,2.061,0,0.691
0.0,0.0,13,0,1.609,1.832,0.004,2.009,0,0.947
0.0,0.0,0,0,0.166,0.0,0.0,-1.176,1,0.375
0.0,0.0,22,0,2.788,3.247,0.0,2.601,0,0.952
0.0,0.0,5,0,0.324,-1.321,-0.005,-0.581,0,0.33
0.0,0.0,9,0,1.024,-0.804,-0.009,1.503,0,0.863
0.0,0.0,9,0,2.052,0.874,0.028,0.733,0,0.853
0.0,0.0,7,0,0.032,-0.757,-0.003,-0.105,0,0.478
0.0,0.0,5,0,0.206,-0.259,0.0,1.322,0,0.812
0.0,0.0,3,0,0.786,-1.55,0.0,-0.715,0,0.338
0.0,0.0,0,0,-1.037,-2.024,0.006,-1.098,1,0.117
0.0,0.0,3,0,2.003,1.927,-0.0049999999999999,1.826,0,0.919
0.0,0.0,6,0,-0.34,-0.455,0.02,-0.531,1,0.331
0.0,0.0,1,0,0.474,-1.034,0.0,-0.313,0,0.482
0.0,0.0,3,0,1.622,0.589,-0.001,0.994,0,0.806
0.0,0.0,36,0,2.148,3.045,0.0,2.86,0,0.959
0.0,0.0,24,0,1.765,1.846,0.0,2.185,0,0.953
0.0,0.0,10,0,1.002,-1.49,0.0,0.977,0,0.808
0.0,0.0,5,0,1.159,-1.24,0.0,-0.066,0,0.771
0.0,0.0,14,0,2.978,2.881,-0.001,3.714,0,0.96
0.0,0.0,2,0,1.488,1.124,0.0,1.62,0,0.872
0.0,0.0,9,0,2.293,1.914,0.0,2.325,0,0.922
0.0,0.0,5,0,0.269,-0.926,0.001,2.062,0,0.477
0.0,0.0,1,0,-0.008,-0.574,0.002,0.452,0,0.527
0.0,0.0,2,0,0.717,-0.422,0.002,-0.505,0,0.599
0.0,0.0,9,0,1.216,-0.674,-0.017,-0.813,0,0.872
0.0,0.0,5,0,-0.355,1.096,0.0,1.126,0,0.679
0.0,0.0,5,0,1.108,-1.195,-0.024,3.109,0,0.858
