lagged_diff_year_prior_v2x_elecoff,lagged_diff_year_prior_v2elembaut,lagged_v2ellocons,lagged_v2xlg_leginter,lagged_v2clslavem,lagged_v2lginvstp,lagged_diff_year_prior_v2x_neopat,lagged_v2dlconslt,lagged_is_closed_autocracy,lagged_v2x_clpriv
0.0,0.0,9,0,1.353,-1.392,0.005,-1.436,1,0.451
0.0,0.0,3,0,2.025,2.183,0.001,2.667,0,0.963
0.0,0.0,0,0,-1.228,-2.022,-0.01,-0.908,1,0.195
0.0,0.0,1,0,-1.078,-2.44,0.0,-0.177,1,0.145
0.0,0.0,9,0,-1.234,-2.657,-0.001,-2.955,1,0.083
0.0,0.0,10,0,-0.265,-1.272,0.0,-0.531,1,0.056
0.5,0.0,1,0,0.67,0.0,0.0,0.785,1,0.436
0.0,0.0,0,0,-0.557,-2.122,0.0,-0.587,1,0.085
0.0,0.0,8,0,0.624,1.228,-0.024,1.177,0,0.819
0.0,0.0,1,0,0.855,-0.593,0.005,0.129,1,0.483
0.0,0.0,2,0,0.717,-1.84,0.0,-0.118,0,0.413
0.0,0.0,9,0,0.75,0.639,0.0,0.706,0,0.78
0.0,0.0,6,0,1.102,0.664,0.0209999999999999,-0.048,0,0.775
0.0,0.0,1,0,-2.28,-1.212,0.0,-1.48,0,0.086
0.251,0.0,18,0,-0.931,-0.325,0.003,0.247,0,0.101
0.0,0.0,1,0,1.566,-2.127,0.005,-0.737,0,0.64
0.0,0.0,1,0,0.993,-0.968,-0.103,-0.971,1,0.121
0.0,0.0,4,0,2.051,1.189,0.0,2.029,0,0.964
0.0,0.0,13,0,1.383,-0.669,0.0,0.738,0,0.734
0.0,0.0,2,0,-1.394,-1.662,-0.002,-0.517,0,0.174
0.0,-0.1480000000000001,0,0,1.134,0.0,0.027,-2.535,1,0.772
0.0,0.0,26,0,2.203,2.442,0.0,2.827,0,0.961
0.0,0.0,23,0,2.45,2.163,0.0,3.418,0,0.874
0.0,0.0,3,0,1.39,-2.37,0.0,-1.229,0,0.204
0.0,0.0,4,0,0.938,-0.636,-0.022,-0.2,1,0.433
0.0,0.0,7,0,0.754,1.399,-0.0029999999999999,-0.148,0,0.594
0.0,0.0,1,0,0.254,-1.215,-0.006,1.127,0,0.765
0.0,0.0,8,0,1.255,-0.348,0.026,-0.106,0,0.803
0.0,0.0,1,0,1.556,-2.013,0.001,-1.655,0,0.691
0.0,0.0,12,0,1.49,1.028,-0.001,0.729,0,0.831
0.0,0.0,6,0,1.692,-1.081,-0.001,0.588,0,0.662
0.0,-0.396,0,0,1.582,0.0,0.25,-2.339,1,0.503
0.0,0.499,1,0,1.352,-0.134,-0.0959999999999999,-0.576,0,0.395
0.0,0.0,0,0,-1.865,-1.569,0.001,0.755,1,0.223
0.0,0.0,22,0,1.309,2.483,-0.006,1.702,0,0.913
0.0,0.0,41,0,1.358,2.644,0.0069999999999999,1.674,0,0.934
0.0,0.0,0,0,1.723,0.0,0.0,-1.552,1,0.687
0.0,0.0,6,0,2.085,1.156,0.0,1.363,0,0.909
0.0,0.0,7,0,0.514,-0.855,-0.005,0.886,1,0.064
0.0,0.0,0,0,0.05,-0.757,0.0,-0.982,1,0.136
0.0,0.0,16,0,0.695,-0.373,0.0,-0.132,0,0.508
0.0,0.0,3,0,1.7,-1.035,-0.01,1.266,0,0.694
0.0,0.0,0,0,-0.476,-1.097,-0.0099999999999998,-1.388,1,0.056
0.0,0.0,11,0,-2.317,-1.745,0.0,-1.467,1,0.001
0.0,0.0,2,0,1.418,-2.058,-0.008,0.711,1,0.413
0.0,0.0,0,0,-0.671,-1.276,0.0,-1.586,1,0.11
0.0,0.0,0,0,1.004,0.0,0.0,-1.061,1,0.655
0.0,0.0,32,0,2.381,2.206,0.0,1.948,0,0.927
0.0,0.0,11,0,2.015,1.063,0.0,2.716,0,0.945
-0.978,-0.4729999999999998,0,1,0.966,0.0,0.003,-1.196,0,0.806
0.0,0.0,7,0,1.153,1.113,0.016,0.634,0,0.912
0.0,0.0,13,0,1.721,1.289,-0.0019999999999999,2.386,0,0.952
0.0,0.0,1,0,0.702,-1.798,0.0,-0.25,1,0.592
0.0,0.0,0,0,1.222,-1.419,0.0,0.665,1,0.535
1.0,0.1240000000000001,0,0,-0.255,-1.096,-0.1579999999999999,-1.547,1,0.361
0.0,0.0,5,0,1.606,1.003,0.0,2.483,0,0.841
0.0,0.0,11,0,-0.073,-0.219,0.0,-0.122,1,0.6
0.0,0.0,10,0,-0.158,-1.412,0.0,-0.887,1,0.032
0.0,0.0,0,0,1.321,0.0,0.0,0.864,1,0.737
0.0,0.0,3,0,-1.486,-2.478,0.001,-1.675,1,0.074
0.0,0.0,1,0,1.344,-0.598,-0.0759999999999999,0.251,1,0.424
0.0,0.0,2,0,-2.28,-2.432,0.0269999999999999,-1.339,0,0.053
0.0,0.3279999999999998,5,0,0.932,-0.552,0.012,-0.719,0,0.68
0.0,0.0,24,0,2.316,1.282,0.0,2.644,0,0.919
0.0,0.0,1,0,1.653,0.532,0.009,0.746,0,0.77
0.0,0.0,0,0,0.431,0.0,0.007,-1.655,1,0.415
0.0,0.0,0,0,-0.41,-1.702,0.007,-1.754,1,0.448
0.0,0.0,0,0,0.783,0.0,0.0,-1.534,1,0.349
0.0,0.0,0,0,-0.752,-1.271,0.0,0.048,1,0.141
0.0,0.0,12,0,0.587,1.139,-0.0329999999999999,0.416,0,0.606
0.0,0.1699999999999999,5,0,0.3,-0.288,-0.0039999999999998,0.375,1,0.36
0.0,0.0,9,0,2.62,1.811,-0.002,2.158,0,0.923
0.0,0.0,0,0,1.361,-0.89,0.0,-0.618,1,0.071
0.0,0.0,4,0,0.793,1.388,-0.001,2.076,0,0.67
0.0,0.0,8,0,0.021,-1.535,-0.002,-0.89,1,0.154
0.0,0.0,6,0,-0.352,-1.281,0.0,-1.495,1,0.213
0.0,0.0,16,0,2.788,3.247,0.0,2.601,0,0.952
0.0,0.0,2,0,-0.36,-1.922,0.001,-2.127,1,0.267
0.0,0.0,5,0,-0.077,-0.804,-0.006,-0.346,0,0.832
0.0,0.0,1,0,1.541,0.874,0.005,0.927,0,0.848
0.015,0.0,0,0,-0.026,-0.757,0.012,-0.105,0,0.497
0.5,0.2330000000000001,0,0,-0.329,0.0,-0.019,-0.489,1,0.129
0.5,0.0,0,0,-0.05,0.0,0.0,-0.715,1,0.28
0.0,0.0,1,0,-0.34,-0.455,0.0,-1.514,1,0.386
0.0,0.0,0,0,-0.242,0.0,0.0,-1.639,1,0.058
0.0,0.0,25,0,1.622,0.502,-0.003,0.973,0,0.818
0.0,0.0,31,0,2.148,3.045,0.0029999999999999,3.328,0,0.959
0.0,0.0,17,0,1.765,1.846,-0.003,2.185,0,0.953
0.0,0.0,5,0,-0.013,-1.387,0.0,-0.728,1,0.528
0.0,0.0,8,0,1.529,-1.964,-0.001,-0.077,1,0.384
0.0,0.0,9,0,2.978,2.881,0.0,3.484,0,0.952
0.0,-0.864,0,0,0.466,0.0,0.2269999999999999,-0.526,1,0.677
0.0,0.0,3,0,2.293,1.635,-0.014,1.749,0,0.899
-1.0,0.0,0,1,-1.934,0.0,-0.015,-1.458,0,0.043
0.0,0.0,5,0,-0.008,-2.054,-0.001,-0.744,1,0.336
0.0,0.0,0,0,0.717,-2.177,0.003,-1.554,1,0.444
0.0,0.0,6,0,0.973,-1.45,0.0,-0.813,0,0.804
0.0,0.0,6,0,-0.733,-1.814,0.0,-0.487,1,0.261
1.0,0.0,1,0,1.162,-1.195,-0.0589999999999999,-0.081,0,0.635
0.0,0.0,10,0,0.295,-1.854,0.0,-0.619,1,0.137
0.0,0.0,28,0,2.399,0.652,0.0,1.078,0,0.96
0.0,0.0,7,0,0.527,1.221,0.0,1.983,0,0.629
0.0,0.0,3,0,0.459,-2.142,0.001,0.257,0,0.287
0.0,0.0,2,0,1.226,0.162,0.008,0.289,0,0.216
0.0,0.0,1,0,1.308,-1.761,0.0,-2.52,1,0.237
0.0,0.0,22,0,2.156,0.516,0.0039999999999999,1.282,0,0.933
0.0,0.0,10,0,1.427,2.363,0.001,1.37,0,0.81
0.0,0.0,9,0,1.105,1.956,0.0,3.721,0,0.939
0.0,0.0,10,0,1.557,0.039,0.0,-0.773,1,0.705
0.0,0.0,16,0,1.222,-0.023,0.0,1.014,0,0.902
0.0,0.0,30,0,1.882,2.482,-0.007,1.113,0,0.935
0.0,0.0,0,0,1.287,0.0,0.0,0.467,1,0.567
0.0,0.0,18,0,1.027,0.039,0.003,0.576,0,0.471
0.0,0.0,1,0,-0.777,1.255,-0.007,1.099,1,0.495
0.0,0.0,0,0,-1.72,0.0,0.0,-0.735,1,0.048
0.0,0.0,12,0,1.571,0.408,0.038,0.281,0,0.713
0.0,0.0,0,0,1.822,-0.405,0.013,-0.692,1,0.555
0.0,0.0,0,0,0.853,0.0,0.0,-0.714,1,0.553
0.0,0.0,0,0,-0.53,-0.08,0.0,-2.082,1,0.197
0.0,0.0,9,0,2.059,2.166,0.0,2.384,0,0.948
0.0,0.0,1,0,-0.383,-1.957,0.002,-0.517,0,0.526
0.0,0.0,3,0,-0.215,-2.044,0.0,-0.924,0,0.222
0.0,0.0,3,0,0.575,-1.122,0.0579999999999999,0.752,0,0.631
0.0,0.0,3,0,1.37,-2.356,0.0,-1.948,1,0.518
0.0,0.0,2,0,0.531,-1.689,0.001,-0.519,1,0.733
0.0,0.0,0,0,-1.986,0.0,0.0,-1.977,1,0.267
0.0,0.0,7,0,1.841,1.094,-0.001,3.229,0,0.89
0.0,0.0,16,0,0.337,-2.735,-0.008,0.109,0,0.695
0.0,0.0,10,0,-0.015,-1.1,0.001,-0.487,1,0.039
0.0,0.0,1,0,1.193,0.058,0.0,-0.526,1,0.477
0.0,0.0,1,0,-0.22,-1.0,0.0,-0.287,1,0.056
0.0,0.0,1,0,-0.703,0.499,0.01,-0.715,1,0.275
0.0,0.0,12,0,2.271,3.06,-0.001,2.82,0,0.94
0.0,0.0,28,0,2.057,1.164,0.0,1.304,0,0.955
0.0,0.0,0,0,0.092,0.0,0.0,0.601,1,0.335
0.0,0.0,0,0,-1.084,0.0,0.0,-1.075,1,0.326
0.0,0.0,1,0,0.996,2.002,0.0,1.024,0,0.789
0.0,0.0,7,0,-2.412,-2.396,0.001,-2.388,1,0.001
0.0,0.0,10,0,2.17,2.84,-0.0009999999999999992,4.238,0,0.967
0.0,0.0,0,0,-0.845,0.0,0.0,-1.28,1,0.362
0.0,0.0,0,0,-1.272,0.0,0.0,-0.164,1,0.416
0.0,0.0,3,0,1.506,-2.316,0.003,-1.599,1,0.663
0.0,0.0,7,0,1.028,0.596,-0.001,0.91,0,0.822
0.0,0.0,5,0,0.081,-2.338,0.0,-1.13,0,0.321
0.0,0.0,1,0,1.222,-0.078,0.0,0.925,0,0.741
0.0,0.0,2,0,0.05,-1.927,-0.003,-0.792,1,0.401
0.0,0.0,9,0,1.353,-1.392,-0.018,-1.885,1,0.278
0.0,0.0,3,0,2.025,2.183,0.0,2.667,0,0.963
0.0,0.0,0,0,-1.228,-2.022,0.0,-0.908,1,0.195
0.0,0.0,1,0,-1.078,-2.44,-0.004,-0.177,1,0.145
0.0,0.0,9,0,-1.234,-2.657,0.0,-2.955,1,0.083
0.0,0.0,10,0,-0.265,-1.272,0.0,-0.531,1,0.056
0.0,0.0,1,0,0.67,-0.443,0.015,0.785,1,0.436
0.0,0.0,0,0,-0.557,-2.122,0.0,-0.587,1,0.085
0.0,0.0,8,0,0.578,1.228,0.0,1.177,0,0.822
0.0,0.0,1,0,1.403,-0.593,0.012,0.129,1,0.511
0.0,0.0,3,0,0.717,-1.84,0.004,-0.118,0,0.413
0.0,0.0,9,0,0.75,0.639,0.0,0.706,0,0.78
0.0,0.0,6,0,1.102,0.664,0.01,-0.048,0,0.775
0.0,0.0,1,0,-2.28,-1.212,0.0,-1.48,0,0.086
0.0,0.0,18,0,-0.931,-0.325,0.001,0.247,0,0.101
0.0,0.0,1,0,1.566,-2.127,-0.006,-0.737,0,0.767
0.0,0.0,1,0,0.993,-0.968,0.0,-0.971,1,0.121
0.0,0.0,5,0,2.051,0.76,0.0,2.029,0,0.964
0.0,-0.1340000000000001,13,0,1.383,-0.669,-0.002,0.738,0,0.734
0.0,0.0,0,1,-1.394,-1.662,0.015,-0.517,0,0.171
0.0,0.0,0,0,1.134,0.0,0.0,-2.535,1,0.772
0.0,0.0,27,0,2.203,2.442,0.0,2.827,0,0.966
0.0,0.0,23,0,2.45,2.163,0.0,3.418,0,0.874
0.0,0.0,3,0,1.39,-2.37,0.001,-1.229,0,0.204
0.0,0.122,4,0,0.938,-0.636,0.003,0.157,1,0.446
0.0,0.0,7,0,0.754,1.399,0.0,-0.148,0,0.594
0.0,0.0,1,0,0.254,-1.215,0.007,1.127,0,0.765
0.0409999999999999,0.0,9,0,1.255,-0.348,0.003,-0.106,0,0.803
0.0,0.0,1,0,1.556,-2.013,0.0,-1.655,0,0.691
0.0,0.0,12,0,1.49,1.028,-0.0039999999999999,0.729,0,0.831
0.0,0.0,6,0,1.692,-1.081,-0.001,0.588,0,0.662
0.0,0.0,0,0,1.582,-0.081,0.0,-2.339,1,0.503
0.0,0.0,1,0,1.352,-0.134,0.0,-0.576,0,0.395
0.0,0.0,0,0,-1.865,-1.569,0.0,0.755,1,0.223
0.0,0.0,22,0,1.309,2.483,0.0,1.702,0,0.913
0.0,0.0,42,0,1.358,2.644,0.001,1.566,0,0.934
0.0,0.0,0,0,1.723,0.0,0.0,-1.552,1,0.687
0.0,0.0,6,0,2.085,1.231,-0.003,1.363,0,0.909
0.0,0.0,7,0,0.514,-0.855,-0.003,0.886,1,0.064
0.0,0.4019999999999999,0,0,0.05,-0.757,-0.001,-0.982,1,0.136
0.0,0.0,16,0,0.695,-0.373,0.0,-0.132,0,0.508
0.0,0.0,3,0,1.7,-1.035,0.0,1.266,0,0.694
0.0,0.0,0,0,-0.476,-1.097,0.0,-1.388,1,0.056
0.0,0.0,11,0,-2.317,-1.745,0.00099999999999989,-1.467,1,0.001
0.0,0.0,2,0,1.418,-2.058,0.009,0.711,1,0.413
0.0,0.0,0,0,-0.671,-1.276,0.0,-1.586,1,0.11
1.0,0.313,1,0,1.386,0.091,-0.056,1.475,0,0.758
0.0,0.0,33,0,2.381,2.206,0.0,1.948,0,0.927
0.0,0.0,12,0,2.015,1.063,0.001,2.716,0,0.945
0.0,0.0,0,0,0.966,0.0,0.0,-1.196,1,0.806
0.0,0.0,7,0,1.153,1.113,0.0,0.634,0,0.912
0.0,0.0,13,0,1.721,1.289,0.0,2.386,0,0.952
0.0,0.0,1,0,0.702,-1.798,0.0,-0.25,1,0.592
0.0,0.0,0,0,1.222,-1.419,0.0,0.665,1,0.535
0.0,0.7919999999999999,0,0,0.154,-0.124,-0.154,0.392,1,0.47
0.0,0.0,5,0,1.606,1.003,0.0,2.483,0,0.841
0.0,0.0,11,0,-0.073,0.125,-0.018,-0.122,1,0.6
0.0,0.0,10,0,-0.158,-1.412,0.0,-0.887,1,0.032
0.0,0.0,0,0,1.321,0.0,-0.0919999999999999,0.606,1,0.767
0.0,0.0,3,0,-1.486,-2.478,0.0,-1.675,1,0.074
0.0,0.0,1,0,1.344,-0.598,-0.025,0.251,1,0.435
0.0,0.0,2,0,-2.28,-2.432,0.0,-1.339,0,0.056
0.0,0.0,6,0,0.932,-0.552,-0.001,-0.719,0,0.71
0.0,0.0,24,0,2.316,1.282,0.0,2.644,0,0.93
0.0,0.0,1,0,1.653,0.532,0.0,0.746,0,0.77
0.0,0.0,0,0,0.431,0.0,0.0,-1.655,1,0.434
0.0,0.0,0,0,-0.41,-1.702,0.0,-1.754,1,0.448
0.0,0.0,0,0,0.783,0.0,0.0,-1.053,1,0.408
0.0,-0.1459999999999996,0,0,-0.752,-1.271,0.014,0.048,1,0.141
0.0,0.0,12,0,0.587,1.139,-0.02,0.416,0,0.606
0.0,-0.1899999999999999,5,0,0.3,-0.288,0.0039999999999998,0.375,1,0.36
0.0,0.0,9,0,2.62,1.811,0.0,2.158,0,0.923
0.0,0.0,0,0,1.361,-0.89,0.0,-0.618,1,0.071
0.0,0.0,4,0,0.793,1.388,-0.002,2.076,0,0.67
0.0,0.0,8,0,0.021,-1.535,0.0,-0.89,1,0.154
0.0,0.0,6,0,-0.352,-1.281,0.0,-1.495,1,0.213
0.0,0.0,16,0,2.788,3.247,0.0,2.601,0,0.952
0.0,0.0,2,0,-0.36,-1.922,0.0,-2.127,1,0.267
0.0,0.0,5,0,-0.077,-0.804,0.034,-0.346,0,0.828
0.0,0.0,1,0,1.541,0.874,0.0,0.927,0,0.848
0.0,0.0,0,0,-0.026,-0.757,0.0,-0.105,0,0.497
0.0,0.0329999999999999,0,0,-0.329,0.0,0.001,-0.489,1,0.125
0.25,0.0,0,0,-0.05,-1.55,-0.002,-0.715,1,0.28
0.0,0.0,2,0,-0.34,-0.455,0.003,-1.514,1,0.386
0.0,0.0,0,0,-0.242,0.0,0.0,-1.639,1,0.058
0.0,0.0,25,0,1.622,0.502,-0.004,0.973,0,0.818
0.0,0.0,32,0,2.148,3.045,-0.0009999999999999974,3.328,0,0.959
0.0,0.0,17,0,1.765,1.846,0.0,2.185,0,0.953
0.0,0.0,5,0,-0.013,-1.387,0.0,-0.728,1,0.528
0.0,0.0,8,0,1.529,-1.964,0.0,-0.077,1,0.384
0.0,0.0,10,0,2.978,2.881,0.0,3.484,0,0.952
0.0,0.0,0,0,0.466,0.0,0.0,-0.526,1,0.642
0.0,0.0,3,0,2.293,1.635,0.0,1.749,0,0.899
0.0,0.0,0,0,-1.918,0.0,-0.0689999999999999,-0.872,1,0.04
0.0,0.0,5,0,-0.008,-2.054,0.0,-0.744,1,0.352
0.0,0.0,0,0,0.717,-2.177,0.0,-1.554,1,0.444
0.0,0.0,6,0,0.973,-1.45,0.0,-0.813,0,0.804
-0.5,0.0,0,1,-0.733,0.0,0.0,-0.487,1,0.247
0.0,0.0,1,0,1.162,-1.195,-0.013,-0.081,0,0.635
0.0,0.0,10,0,0.295,-1.854,0.005,-0.619,1,0.137
0.0,0.0,29,0,2.399,0.652,-0.001,1.078,0,0.96
0.0,0.0,7,0,0.527,1.221,0.0,1.983,0,0.628
0.0,0.0,3,0,0.459,-2.142,0.001,0.095,0,0.287
0.0,0.0,2,0,1.226,0.162,0.037,0.289,0,0.216
0.0,0.0,1,0,1.308,-1.761,0.0,-2.52,1,0.237
0.0,0.0,22,0,2.156,0.516,0.014,1.282,0,0.933
0.0,0.0,10,0,1.427,2.363,0.0,1.37,0,0.81
0.0,0.0,10,0,1.105,1.956,0.002,3.721,0,0.939
0.0,0.0,10,0,1.557,0.039,0.0,-0.773,1,0.705
0.0,0.0,17,0,1.222,-0.023,0.0,1.014,0,0.902
0.0,0.0,31,0,1.882,2.482,0.0,1.113,0,0.935
0.0,0.0,0,0,1.287,0.0,0.0,0.467,1,0.567
0.0,0.0,19,0,1.027,0.039,0.003,0.576,0,0.471
0.0,0.0,1,0,-0.777,1.255,0.0,1.099,1,0.495
0.0,0.0,0,0,-1.72,0.0,0.0,-0.735,1,0.048
0.0,0.0,12,0,1.571,0.408,0.0219999999999999,0.281,0,0.713
0.0,0.0,0,0,1.822,-0.405,-0.014,-0.692,1,0.543
0.0,0.0,0,0,0.853,0.0,0.0,-0.714,1,0.553
0.0,0.0,0,0,-0.53,-0.08,0.0,-2.082,1,0.197
0.0,0.0,9,0,2.059,2.166,0.0,2.384,0,0.948
0.0,0.0,2,0,-0.383,-1.957,0.009,-0.517,0,0.526
0.0,0.0,4,0,-0.215,-2.044,0.002,-0.924,0,0.222
0.0,0.0,3,0,0.575,-1.122,0.039,0.502,0,0.626
0.0,0.0,3,0,1.37,-2.356,0.00099999999999989,-1.948,1,0.518
0.0,0.0,2,0,0.531,-1.689,0.001,-0.519,1,0.733
0.0,0.0,0,0,-1.986,0.0,0.0,-1.977,1,0.267
0.0,0.0,8,0,1.841,1.094,-0.001,3.229,0,0.877
0.0,0.0,16,0,0.337,-2.565,-0.015,0.109,0,0.695
0.0,0.0,10,0,-0.015,-1.1,0.0,-0.487,1,0.039
0.0,0.0,1,0,1.193,0.058,0.0,-0.118,1,0.477
0.0,0.0,1,0,-0.22,-1.0,0.0,-0.287,1,0.059
0.0,0.0,1,0,-0.703,0.499,0.0,-0.715,1,0.275
0.0,0.0,12,0,2.271,3.06,-0.001,2.82,0,0.94
0.0,0.0,28,0,2.057,1.164,0.0,0.299,0,0.955
0.0,0.454,0,0,0.092,0.0,-0.004,0.601,1,0.335
0.0,0.0,0,0,-1.084,0.0,0.0,-1.075,1,0.326
-1.0,0.0,0,1,0.996,0.0,0.003,1.024,0,0.786
0.0,0.0,7,0,-2.412,-2.396,0.0,-2.388,1,0.001
0.0,0.0,10,0,2.17,2.84,0.0,4.238,0,0.967
0.0,0.0,0,0,-0.845,0.0,0.0,-1.28,1,0.362
0.0,0.0,0,0,-1.272,0.0,0.0,-0.164,1,0.416
0.0,0.0,3,0,1.506,-2.316,-0.025,-1.599,1,0.663
0.0,0.0,7,0,1.028,0.596,0.0,0.91,0,0.822
0.0,0.0,6,0,0.081,-2.338,0.001,-1.13,0,0.321
0.0,0.0,1,0,1.222,-0.078,-0.011,0.925,0,0.741
0.0,0.0,2,0,0.05,-1.927,0.0,-0.792,1,0.401
0.0,0.0,9,0,1.353,-1.392,0.0,-1.701,1,0.333
0.0,0.0,4,0,2.025,2.183,-0.0109999999999999,2.667,0,0.963
0.0,0.0,0,0,-1.228,-2.022,0.0,-0.908,1,0.195
0.0,0.0,1,0,-1.078,-2.44,0.0,-0.177,1,0.145
0.0,0.0,9,0,-1.234,-2.657,0.0,-2.955,1,0.083
0.0,0.0,10,0,-0.265,-1.272,0.0,-0.531,1,0.055
0.0,0.0,2,0,0.67,-0.443,0.0,0.785,1,0.436
0.0,0.0,0,0,-0.557,-2.122,0.0,-0.587,1,0.085
0.0,0.0,9,0,0.578,1.228,-0.003,1.177,0,0.845
0.0,0.0,1,0,1.403,-0.593,0.0,0.129,1,0.511
0.0,0.0,3,0,0.717,-1.84,0.002,-0.118,0,0.413
0.0,0.0,9,0,0.75,0.639,0.0,0.706,0,0.78
0.0,0.0,6,0,1.102,0.664,0.031,-0.136,0,0.775
0.0,0.0,1,0,-2.28,-1.212,0.0,-1.48,0,0.086
0.0,0.0,18,0,-0.931,-0.325,0.0,0.247,0,0.101
0.0,0.0,1,0,1.566,-2.127,-0.0029999999999998,-0.737,0,0.767
0.0,0.0,1,0,0.993,-0.968,0.0,-0.971,1,0.121
0.0,0.0,5,0,2.051,0.76,0.001,2.029,0,0.964
0.0,0.0,13,0,1.383,-0.669,-0.004,0.738,0,0.696
0.0,0.0,0,0,-1.394,-1.662,0.001,-0.517,0,0.169
0.0,0.0,0,0,1.134,0.0,0.0,-2.535,1,0.772
0.0,0.0,27,0,2.203,2.442,0.0,2.827,0,0.966
0.0,0.0,24,0,2.45,2.163,0.0,3.418,0,0.874
0.0,0.0,3,0,1.39,-2.37,0.0,-1.229,0,0.209
0.0,0.0,5,0,0.938,-0.636,-0.001,0.157,1,0.446
0.0,0.0,7,0,0.754,1.399,0.0,-0.148,0,0.594
0.0,0.0,2,0,0.254,-1.215,-0.005,1.127,0,0.765
0.0,0.0,9,0,1.255,-0.348,0.004,-0.106,0,0.808
0.0,0.0,1,0,1.556,-2.013,0.0,-1.655,0,0.691
0.0,0.0,12,0,1.49,1.028,-0.007,0.729,0,0.831
0.0,0.0,6,0,1.692,-1.081,0.0,0.588,0,0.662
1.0,0.384,1,0,1.582,-0.081,-0.008,1.141,0,0.537
0.0,0.0,1,0,1.352,-0.134,0.0,-0.576,0,0.395
0.0,0.0,0,0,-1.865,-1.569,0.0,0.755,1,0.223
0.0,0.0,23,0,1.309,2.483,0.0,1.702,0,0.913
0.0,0.0,42,0,1.358,2.644,0.001,1.566,0,0.929
0.0,0.0,0,0,1.723,0.0,0.0,-1.552,1,0.687
0.0,0.0,7,0,2.085,1.231,0.0,1.363,0,0.909
0.0,0.0,7,0,0.514,-0.855,0.0,0.886,1,0.064
0.0,-0.5799999999999998,0,0,0.05,-0.757,0.006,-0.982,1,0.136
0.0,0.0,17,0,0.695,-0.373,0.0,-0.132,0,0.508
0.0,0.0,3,0,1.7,-1.035,0.0,1.266,0,0.694
0.0,0.0,0,0,-0.476,-1.097,0.0,-1.388,1,0.056
0.0,0.0,11,0,-2.317,-1.745,0.009,-1.467,1,0.001
0.0,0.0,2,0,1.418,-2.058,-0.001,0.711,1,0.413
0.0,0.0,0,0,-0.671,-1.276,0.0,-1.586,1,0.11
0.0,1.498,1,0,1.386,0.179,-0.375,2.104,0,0.905
0.0,1.101,34,0,2.381,2.206,-0.003,1.948,0,0.927
0.0,0.0,12,0,2.015,1.063,0.0,2.716,0,0.945
0.0,0.0,0,0,0.966,0.0,0.0,-0.688,1,0.806
0.0,0.0,7,0,1.153,1.113,0.0,0.634,0,0.912
0.0,0.0,13,0,1.721,1.289,0.0,2.386,0,0.952
0.0,0.0,2,0,0.702,-1.798,0.0,-0.25,1,0.592
0.0,0.0,0,0,1.222,-1.419,0.0,0.665,1,0.519
0.0,0.0,0,0,0.154,0.553,-0.03,0.392,1,0.47
0.025,0.0,6,0,1.606,1.184,-0.001,2.483,0,0.841
0.0,0.0,11,0,-0.073,0.125,-0.002,-0.122,1,0.6
0.0,0.0,10,0,-0.158,-1.412,0.0,-0.887,1,0.032
0.0,0.0,0,0,1.321,0.0,0.0,0.606,1,0.754
0.0,0.0,3,0,-1.486,-2.478,0.0,-1.675,1,0.074
0.9,0.0,1,0,1.344,-0.598,-0.001,0.251,0,0.435
0.0,0.0,2,0,-2.28,-2.432,0.0,-1.339,0,0.056
0.0,0.0,6,0,0.932,-0.552,-0.001,-0.719,0,0.734
0.0,0.0,25,0,2.316,1.282,0.0,2.644,0,0.93
0.0,0.0,1,0,1.653,0.532,0.0,0.746,0,0.798
0.0,0.0,0,0,0.431,0.0,0.0,-1.655,1,0.434
0.0,0.0,0,0,-0.41,-1.702,0.0,-1.754,1,0.448
0.0,0.0,0,0,0.783,0.0,0.0,-1.25,1,0.422
0.0,0.1399999999999996,0,0,-0.752,-1.271,-0.008,0.048,1,0.141
0.0,0.0,12,0,0.587,1.139,0.0,0.416,0,0.6
0.0,0.213,5,0,0.3,-0.288,0.0,0.375,1,0.36
0.0,0.0,9,0,2.62,1.811,0.0,2.158,0,0.923
0.0,0.0,0,0,1.361,-0.89,0.0,-0.618,1,0.071
0.0,0.0,4,0,0.793,1.388,0.0,2.076,0,0.67
0.0,0.0,8,0,0.021,-1.535,0.0,-0.89,1,0.154
0.0,0.0,6,0,-0.352,-1.281,-0.001,-1.495,1,0.213
0.0,0.0,17,0,2.788,3.247,0.0,2.601,0,0.952
0.0,0.0,2,0,-0.36,-1.922,0.0,-2.127,1,0.267
0.0,0.0,5,0,-0.077,-0.804,0.0,-0.346,0,0.828
0.0,0.0,2,0,1.541,0.874,0.013,0.927,0,0.848
0.0,0.0,1,0,0.032,-0.757,0.011,-0.105,0,0.495
0.0,0.906,0,0,-0.329,0.0,-0.011,-0.489,0,0.125
0.0,0.0,0,0,-0.05,-1.55,0.0,-0.715,1,0.28
0.0,0.0,2,0,-0.34,-0.455,0.013,-1.514,1,0.381
0.0,0.0,0,0,-0.242,0.0,0.0,-1.639,1,0.058
0.0,0.0,25,0,1.622,0.502,0.0,0.973,0,0.818
0.0,0.0,32,0,2.148,3.045,-0.002,3.328,0,0.959
0.0,0.0,17,0,1.765,1.846,0.0,2.185,0,0.953
0.0,0.0,5,0,-0.013,-1.387,0.0,-0.728,1,0.528
0.0,0.0,8,0,1.529,-1.964,0.0,-0.077,1,0.384
